   2.38000E+02  -2.83599E+01   2.38069E+02  -2.58608E+01   2.37932E+02  -3.08591E+01
   2.37001E+02  -2.83326E+01   2.37069E+02  -2.58327E+01   2.36933E+02  -3.08325E+01
   2.36001E+02  -2.83053E+01   2.36069E+02  -2.58040E+01   2.35933E+02  -3.08066E+01
   2.35001E+02  -2.82780E+01   2.35070E+02  -2.57747E+01   2.34933E+02  -3.07814E+01
   2.34002E+02  -2.82508E+01   2.34070E+02  -2.57447E+01   2.33933E+02  -3.07568E+01
   2.33002E+02  -2.82235E+01   2.33071E+02  -2.57140E+01   2.32934E+02  -3.07329E+01
   2.32003E+02  -2.81962E+01   2.32071E+02  -2.56827E+01   2.31934E+02  -3.07096E+01
   2.31003E+02  -2.81689E+01   2.31072E+02  -2.56508E+01   2.30934E+02  -3.06870E+01
   2.30003E+02  -2.81416E+01   2.30072E+02  -2.56182E+01   2.29934E+02  -3.06650E+01
   2.29004E+02  -2.81143E+01   2.29073E+02  -2.55849E+01   2.28935E+02  -3.06437E+01
   2.28004E+02  -2.80870E+01   2.28073E+02  -2.55510E+01   2.27935E+02  -3.06230E+01
   2.27004E+02  -2.80597E+01   2.27074E+02  -2.55165E+01   2.26935E+02  -3.06029E+01
   2.26005E+02  -2.80324E+01   2.26074E+02  -2.54814E+01   2.25935E+02  -3.05835E+01
   2.25005E+02  -2.80052E+01   2.25075E+02  -2.54456E+01   2.24935E+02  -3.05647E+01
   2.24006E+02  -2.79779E+01   2.24076E+02  -2.54093E+01   2.23935E+02  -3.05465E+01
   2.23006E+02  -2.79506E+01   2.23076E+02  -2.53723E+01   2.22936E+02  -3.05288E+01
   2.22006E+02  -2.79233E+01   2.22077E+02  -2.53347E+01   2.21936E+02  -3.05118E+01
   2.21007E+02  -2.78960E+01   2.21078E+02  -2.52966E+01   2.20936E+02  -3.04954E+01
   2.20007E+02  -2.78687E+01   2.20078E+02  -2.52578E+01   2.19936E+02  -3.04796E+01
   2.19007E+02  -2.78414E+01   2.19079E+02  -2.52185E+01   2.18936E+02  -3.04643E+01
   2.18008E+02  -2.78141E+01   2.18080E+02  -2.51786E+01   2.17936E+02  -3.04497E+01
   2.17008E+02  -2.77868E+01   2.17081E+02  -2.51381E+01   2.16936E+02  -3.04356E+01
   2.16009E+02  -2.77596E+01   2.16081E+02  -2.50971E+01   2.15936E+02  -3.04220E+01
   2.15009E+02  -2.77323E+01   2.15082E+02  -2.50555E+01   2.14936E+02  -3.04090E+01
   2.14009E+02  -2.77050E+01   2.14083E+02  -2.50134E+01   2.13936E+02  -3.03966E+01
   2.13010E+02  -2.76777E+01   2.13084E+02  -2.49707E+01   2.12936E+02  -3.03847E+01
   2.11947E+02  -2.76497E+01   2.11978E+02  -2.49486E+01   2.11917E+02  -3.03508E+01
   2.11884E+02  -2.76490E+01   2.11914E+02  -2.49471E+01   2.11854E+02  -3.03508E+01
   2.11820E+02  -2.76483E+01   2.11849E+02  -2.49456E+01   2.11790E+02  -3.03509E+01
   2.11755E+02  -2.76476E+01   2.11784E+02  -2.49441E+01   2.11726E+02  -3.03510E+01
   2.11689E+02  -2.76469E+01   2.11718E+02  -2.49426E+01   2.11661E+02  -3.03512E+01
   2.11623E+02  -2.76462E+01   2.11651E+02  -2.49411E+01   2.11595E+02  -3.03513E+01
   2.11556E+02  -2.76455E+01   2.11583E+02  -2.49395E+01   2.11528E+02  -3.03515E+01
   2.11488E+02  -2.76448E+01   2.11514E+02  -2.49380E+01   2.11461E+02  -3.03517E+01
   2.11419E+02  -2.76441E+01   2.11445E+02  -2.49364E+01   2.11393E+02  -3.03519E+01
   2.11350E+02  -2.76435E+01   2.11375E+02  -2.49348E+01   2.11324E+02  -3.03521E+01
   2.11279E+02  -2.76428E+01   2.11305E+02  -2.49332E+01   2.11254E+02  -3.03524E+01
   2.11209E+02  -2.76421E+01   2.11233E+02  -2.49316E+01   2.11184E+02  -3.03527E+01
   2.11137E+02  -2.76415E+01   2.11161E+02  -2.49300E+01   2.11113E+02  -3.03530E+01
   2.11065E+02  -2.76409E+01   2.11088E+02  -2.49284E+01   2.11041E+02  -3.03533E+01
   2.10991E+02  -2.76402E+01   2.11015E+02  -2.49268E+01   2.10968E+02  -3.03537E+01
   2.10918E+02  -2.76396E+01   2.10940E+02  -2.49252E+01   2.10895E+02  -3.03541E+01
   2.10843E+02  -2.76390E+01   2.10865E+02  -2.49235E+01   2.10821E+02  -3.03545E+01
   2.10768E+02  -2.76384E+01   2.10789E+02  -2.49219E+01   2.10746E+02  -3.03549E+01
   2.10692E+02  -2.76378E+01   2.10713E+02  -2.49202E+01   2.10670E+02  -3.03554E+01
   2.10615E+02  -2.76372E+01   2.10635E+02  -2.49186E+01   2.10594E+02  -3.03558E+01
   2.10537E+02  -2.76366E+01   2.10557E+02  -2.49169E+01   2.10517E+02  -3.03564E+01
   2.10459E+02  -2.76361E+01   2.10478E+02  -2.49152E+01   2.10439E+02  -3.03569E+01
   2.10380E+02  -2.76355E+01   2.10399E+02  -2.49135E+01   2.10361E+02  -3.03575E+01
   2.10300E+02  -2.76350E+01   2.10318E+02  -2.49119E+01   2.10282E+02  -3.03581E+01
   2.10219E+02  -2.76344E+01   2.10237E+02  -2.49102E+01   2.10202E+02  -3.03587E+01
   2.10138E+02  -2.76339E+01   2.10155E+02  -2.49085E+01   2.10121E+02  -3.03593E+01
   2.10056E+02  -2.76334E+01   2.10072E+02  -2.49068E+01   2.10039E+02  -3.03600E+01
   2.09973E+02  -2.76329E+01   2.09989E+02  -2.49051E+01   2.09957E+02  -3.03607E+01
   2.09889E+02  -2.76324E+01   2.09905E+02  -2.49034E+01   2.09874E+02  -3.03615E+01
   2.09805E+02  -2.76320E+01   2.09820E+02  -2.49016E+01   2.09790E+02  -3.03623E+01
   2.09720E+02  -2.76315E+01   2.09734E+02  -2.48999E+01   2.09706E+02  -3.03631E+01
   2.09634E+02  -2.76311E+01   2.09648E+02  -2.48982E+01   2.09620E+02  -3.03639E+01
   2.09547E+02  -2.76306E+01   2.09560E+02  -2.48965E+01   2.09534E+02  -3.03648E+01
   2.09460E+02  -2.76302E+01   2.09472E+02  -2.48948E+01   2.09447E+02  -3.03657E+01
   2.09371E+02  -2.76298E+01   2.09383E+02  -2.48930E+01   2.09360E+02  -3.03666E+01
   2.09282E+02  -2.76295E+01   2.09294E+02  -2.48913E+01   2.09271E+02  -3.03676E+01
   2.09192E+02  -2.76291E+01   2.09203E+02  -2.48896E+01   2.09182E+02  -3.03686E+01
   2.09102E+02  -2.76288E+01   2.09112E+02  -2.48879E+01   2.09092E+02  -3.03696E+01
   2.09010E+02  -2.76284E+01   2.09020E+02  -2.48861E+01   2.09001E+02  -3.03707E+01
   2.08918E+02  -2.76281E+01   2.08927E+02  -2.48844E+01   2.08909E+02  -3.03718E+01
   2.08825E+02  -2.76278E+01   2.08833E+02  -2.48827E+01   2.08817E+02  -3.03730E+01
